text,label
行了，,0
咱们还把手里的设计图变成钱再说吧。,9
不知道啊，,13
你看他还带了个穷小子来，,14
不会是乡下来的乡野村夫吧！,4
是啊，,12
[ch-2]，,1
你不知道吗？,3
别做出这副怨妇般的表情，,7
我不会抛弃你，,13
而是在跟你说正经的。,15
哎呀，,2
啧，,2
那真是太可惜了，,2
你是没见到[ch-1]那个不讲道理，,0
残忍暴力的画面，,0
人家[ch-0]只不过是不小心撞了他一下，,14
他反手就把人给打了，,15
后来还仗着自己有一把好刀卖给了华美集团[ch-3]，,0
结交了情分，,0
就让[ch-3]的人把,15
哼，,1
还算便宜你的，,0
你若是想找麻烦，,14
我华美集团随时奉陪，,15
你可以回去问问你庄家老太爷，,0
敢不敢和我华美集团来一次正面对抗？,4
[ch-0]，,1
你不是很能打吗？,4
你就不觉得恶心吗？,4
如果只是这么简单，,14
岂不是遍地都是设计师？,4
行了啊！,2
不就四级渔夫嘛！,4
有啥好看的？,3
伤人只能说你太自以为是了。,0
早上我好好的在训练，,0
经理把我叫过去教那个小白脸，,0
我寻思着教吧！,2
这就是小姐说的那个出狱的人渣？,3
你有什么用？,3
能帮忙吗？,3
咳咳那我可以走了吧？,3
[ch-1]，,1
这可是你自找的。,2
[ch-0]啊，,1
你可真会开玩笑，,2
人家[ch-2]是什么身份，,4
你是什么身份，,3
啊，,2
你还是和几年前没什么变化，,0
爱吹牛，,0
爱装逼，,0
你还记得你以前做过什么吗？,3
我讨厌投影电话。,0
我感觉姐姐最近好烦人。,0
什么地方？,3
不就是一个破殿。,13
谁跟你这么说的？,4
那真不好意思，,13
我不是你的出气筒。,13
我倒要看看你们能过几个？,3
会不会晚了一点？,3
刚刚我都说过，,0
带着它，,0
方圆数百米的范围内，,0
七阶以下的魔兽自动退避，,0
这难道还不够吗？,4
[ch-0]，,1
你最好不要惹我。,7
行了，,0
你就不要发表意见了，,13
你除了泼冷水也不会别的。,13
我发现催促你们公司加快进度根本就是最无聊的做法。,0
可你听了吗？,3
就这句话，,0
他以为他谁啊，,4
口气这么。,0
上车。,7
都跟你说了，,0
说了你也不知道，,13
别问了,7
老头，,1
这故事你说了三十年，,0
能换一个么？,3
和你一起吃饭，,0
还得看你工作，,14
所以倒胃口！,2
我们又不傻，,13
看出来了。,0
是啊，,12
就是她，,0
刚才还撒谎骗人污蔑[ch-1]呢！,2
这么多人能唱个什么。,4
一个毫无教养的孩子你们要带，,0
就带走吧！,9
找工作？,3
哎，,1
小乞丐，,1
说你呢！,2
老爷子不会见你。,13
说完了吗？,3
怎么，,3
有问题吗？,3
还有没有能打的？,3
我是真不想干，,13
可这种为人民服务的差事都是又苦又累，,14
如果别的同学都不愿意，,14
我也只能硬着头皮顶上了。,15
哼，,2
这次算你走运。,2
没什么兴趣，,13
基本不来。,13
在王都用跳舞粉的是我，,0
让你们干旱的也是我，,0
你们从头到尾都只是被我操控的傀儡，,0
只可惜.,14
我没想到[ch-2]你会在快成功的时候背叛我。,13
你除了在外面招惹是非，,14
还能做什么呀？,4
[ch-0]死了，,0
身高也很般配。,0
两瓶破药有必要卖吗？,4
又没人买！,13
让他去，,0
就这么点本事，,0
还都是跟[ch-2]学来的。,0
自己搞,0
你五年都没有回来，,13
还非得要来现场搞这么一个突然袭击。,15
玩够了吗？,3
看什么看？,4
看了脚丫子就要娶你，,0
那我多亏啊。,2
难道这么大的一座城市，,14
就没有一个能打的吗？,4
弱者，,0
是没有资格说这句话的。,13
日他娘的，,0
凤桥下几百个这样的算命先生，,0
竞争太激烈了。,2
而且算命先生要摆架子太累了，,14
还是做乞丐好。,15
没事，,0
我说了，,0
跟一只蝼蚁有什么好计较的，,0
当然了，,14
你也是蝼蚁，,0
如果不是看在[ch-0]董事长的面子上，,14
我都不会看你一眼。,13
走！,7
你便去给她陪葬罢。,9
呵呵，,1
惹不起？,4
那我倒想看看你是怎么把我碎尸万段的，,14
来，,7
我等着呢！,0
她死了吗？,3
本将要率军，,0
踏平虎头山！,2
对，,12
道歉。,0
追风暗影！,2
来得好！,2
[ch-0]，,1
你怕了？,3
哼，,2
怕了吧！,3
如果你觉着非干不可，,14
不干的话，,13
下半辈子良心难安，,15
那就去做！,9
你如果是集团[ch-0]，,14
我身为人力资源部的总监，,0
有权利管理你，,15
你如果不是，,14
哼，,2
闲杂人等可不准踏进集团一步啊，,13
这是规矩。,0
小小姐，,1
你查的这个人竟然有五年的空档期，,2
且五年前有四年的时间处于极度机密封存，,0
就连从小到大的档案上也被刻上a级档案，,15
我们没有资格查阅！,13
不敢？,4
你的鱼呢？,3
站住，,7
只能你一个人进入、刀不许带进去。,7
不，,13
我没有跟你说话，,13
你还不够资格。,13
刚才你不是说本少爷在玩火吗？,4
是。,11
看来[ch-2]公主果然跟[ch-1]总是姐妹，,2
总是习惯用身份压人！,2
y国公主,0
[ch-0]，,1
早知今日，,0
何必当初。,0
都走到这一步了，,0
你觉得还有退路吗？,4
让学校发，,0
是看在任校长和您的面子上，,0
要让我动手,7
少爷，,1
这个骗子他。,0
是，,11
老大。,1
呵，,1
可惜啊，,2
这个女孩长的那么漂亮，,0
马上就要沦为一具尸体啦！,2
看爷爷我怎么降服他们的！,2
至少有三十余人，,0
真是一群不知死活的！,2
恨！,2
冲，,7
别让他们跑了。,7
对不起我是，,13
这件事我必须得管。,0
[ch-0]老三，,1
你老婆的胸口处有一个痣，,0
每一次我捏住时，,0
她都会兴奋的不得了。,15
我看八成是有心人想借此泼水给[ch-0]家吧！,10
不用了，,13
直接去监控室。,9
[ch-1]，,1
难道此事与我有关么？,4
主子！,1
[ch-0]，,1
[ch-0]，,1
我儿子怎么样了？,3
我有急事找他。,0
去，,7
把[ch-1]家目前所有的护卫给我调出来，,7
等在我房间外听候差遣，,7
一旦有[ch-0]太子的消息，,14
即刻出发，,7
找到[ch-0]太子，,7
护其周全。,7
[ch-3]姐姐，,1
[ch-4]姐姐。,1
哎呦，,1
[ch-0]，,1
您好几天没有理我了，,0
夜深了，,0
要不咱们休息吧！,9
他们去了哪里？,3
小心！,2
[ch-0]，,1
他他是谁。,3
是吗？,3
快，,7
快，,7
把她弄回去。,7
赶紧把路让开，,7
这个是紧急军情，,0
不要耽误了天使报信！,7
你嘴角都流血了，,0
必须马上去医院！,7
老太爷，,1
找找找到了。,0
具体什么情况，,3
说清楚。,7
快让他喝牛奶！,7
别闹了，,7
快说说都需要注意那些[ch-1]？,3
去南三所做什么？,3
急什么？,3
人都死了，,0
也不会抬腿跑掉。,13
可以动手了吧？,3
没、没有啊。,13
原剧情里，,0
侯府的人一来接，,0
[ch-1]就跟着[ch-0]嬷嬷回侯府了，,0
根本没有这一出啊。,13
哎，,1
这发生什么呀？,3
喝！,2
[ch-0]，,1
你们洗完没？,3
怎么还不出来，,4
[ch-1]都等了半天了！,2
不关我的事啊，,13
我不认识她，,13
我不认识她！,13
[ch-0]。,1
别冲动，,7
千万别冲动。,7
几比几了？,3
妈妈,1
这是我们唯一的儿子呀！,2
[ch-0]！,1
小心背后。,7
嗯！,12
娘，,1
女儿早晨就是起不来嘛。,13
哎，,2
是啊！,12
你当时已是烂醉如泥，,0
我只能在眼睛上蒙了一块黑布，,14
再帮你洗。,0
回什么卧室啊，,4
有话在客厅说就行,0
本公主从来没有伺候过别人呢，,13
你可是第一个。,2
原谅你了，,0
谁让你是精神上的处男呢。,4
关于那件事我爸妈已经同意了。,0
是有个人约好了的,0
是，,11
公子,1
大嫂，,1
后来的事情我都知道，,0
谢谢你，,0
一直照顾大哥。,0
可我没穿衣服，,13
你你确定要我现在开么？,3
跑得倒是快。,0
[ch-0]垂着眸小声说。,0
都喜欢的。,0
你又要让我做什么事？,3
那我，,0
那我先过去拜会一下[ch-2]。,9
公主，,1
无论如何，,14
我都会保护你的，,8
只可惜我没有相信公主的话，,14
让百姓们将您做的小黑球都带上，,15
这是[ch-0]的错！,2
我不是那个意思,13
[ch-2]先生，,1
实在对不起，,0
让您受委屈了，,0
这次事情我一定完美解决，,8
给您一个交代，,8
您可以走了！,5
我眼睛可能出问题了，,10
你有没有帮我做检查，,3
我不应该是这张脸。,13
打疼了么？,3
对不住。,13
结果还是晚了一步。,0
等我们赶到的时候，,0
那些亡命之徒已经退得干干净净，,0
我追着他们箭矢的方向，,0
去到附近的河湾处，,0
才找到[ch-1]和[ch-0]。,0
[ch-0]君，,1
我错了。,0
我不是东西，,13
我是[ch-1]。,0
微臣不敢,13
是，,11
[ch-0]先生，,1
我也没有想到会发生这样的事情，,13
是我的疏忽，,0
实在是不好意思啊，,13
我肯定给您一个交代。,8
我也要去教室了，,0
临走之前，,0
还是要对之前的不愉快向你说声抱歉，,0
希望我们能够精诚合作，,14
赢得比赛！,2
[ch-0]，,1
我本来想一直瞒着你的。,0
兄弟，,1
我对我之前的行为向你道歉，,0
希望你大人不计小人过。,0
应该是我向[ch-0]告冒昧打扰之罪才是。,0
而且，,14
如果父亲之前告诉我的是真的，,14
那么就应该明白，,15
您只是在辅助我，,14
而不是控制我，,13
想要到什么样的位置，,3
是我说了算，,0
而不是你们。,13
所以，,14
只这一年来才开始发作？,3
消息从何而来已经不重要了，,14
重要的是温柔吃的那个药是朝廷早就三令五申严禁使用的麻服散。,15
京京，,1
这里有饭吃吗？,3
[ch-0]统领五虎上将跟随。,7
说的也是，,0
还是干脆就当没发生过这件事情，,9
没打过赌吧。,13
我不这么认为。,13
自始至终，,0
我跟他们没有接触，,13
我也不知道他们做的任何事情，,13
我想不明白他们有任何理由对付我。,13
会不会是大叔为了找回手机，,4
用别的手机打的！,0
看样子你已经对自己的新身份十分适应了。,2
乡野之地，,0
都是些粗糙的野玩意儿，,0
让大人见笑了。,0
你婶子是妇人之见，,0
目光太过短浅了，,0
只说娶个小门小户的女孩，,14
却也不想想小门小户出身的女孩子哪里有什么识见，,13
以后怎生顶门立户，,4
我和你婶子都出身农家，,0
本没什么见只的，,13
[ch-0],1
你不是拳王吗？,4
好。,12
逸尘，,1
去[ch-0]是你提出的吗？,3
到顶楼再下去吧。,5
德公公，,1
皇叔那边还等着我伴读，,0
我先回去了。,9
哦，,2
这件事情啊，,0
她们在医务室呢。,0
降旗起见，,7
禁止任何人进入！,7
最后一次机会。,0
好。,12
我哪天单纯过？,4
傲来岛，,0
不只这些妖怪，,13
还有更多，,15
只要你愿意帮我取出龙魂，,14
我可以加入诡异调查局，,15
傲来岛所有妖怪，,0
都会成为调查局的势力。,15
我喜欢乖巧一点的女孩子。,0
哼哼，,0
那是。,0
记得要小心些，,5
别经了风，,0
见了水，,0
病情加重就不好了。,0
你们不是没有孩子吗，,4
怎么还急着结婚？,4
哦？,3
呵，,1
没什么，,13
你和我一起去集团吗？,3
为什么要怕？,4
不知道，,13
我也正在找她呢，,0
等找到告诉你吧。,9
咱们骑车去？,3
行了，,0
现在有这么个事情，,0
我们现在肯定要有一个临时基地，,0
你想要放在什么地方？,3
嘿嘿！,2
找好了。,0
老大，,1
那两个人估计是牺牲了，,10
我们这边还剩下六个人，,0
有三个人守在二楼的楼梯口，,0
要不咱们也去二楼，,9
把那家伙给堵住，,15
只要他敢上来，,14
就弄死他，,15
怎么样？,3
好，,12
我不穿！,13
一鼓作气，,0
再而衰，,0
三而竭。,0
这修炼不是一撮而就的事情，,13
是需要大量的时间，,0
大量的精力，,0
坚持持久的进行，,0
你现在没有什么感觉，,13
回去之后就知道为什么让你三天后再来的原因。,0
好了，,12
我们走吧，,9
我看你要出门办事，,0
去忙你的吧。,7
再说了，,0
我想翻盖下房子也不敢啊。,13
也不知道他现在在哪里？,3
我们的人都在找，,0
再过半个月左右，,0
[ch-0]这边也会出动人手在z国找人，,10
妈不用担心。,13
所以，,14
我会帮你，,15
但我也有一个条件。,15
好的[ch-0]，,12
没问题，,0
下午见。,9
家主，,1
找到了，,0
可可能有点复杂！,2
没有人！,13
国王没有当场斩杀[ch-0]，,13
便是抱着给他开脱的心思。,0
我看这[ch-0]当真不简单。,13
既然如此，,14
那我就再去会会他吧。,15
我和你父亲虽然衣食无缺，,14
又有你哥哥照顾，,0
可你还是想尽你的心意。,15
这时候还愿意给你请柬的想必是真朋友了。,0
有不明身份的修士，,0
潜入了商船之中。,0
但是大人放心，,15
经过核对，,0
我们已经锁定了那些修士，,0
很快就会出结果了。,0
大叔我在流星花园酒吧等你大叔这次你会来的吧！,1
还有事吗？,3
驸马的担心很有道理，,0
现在我大唐国力空虚，,14
恐怕无力在全国范围内推广学堂，,10
不过陛下倒是可以在长安和洛阳先行建立几座学堂看一看效果，,14
当然也不必像驸马的学堂那样提供午饭，,15
毕竟朝廷现在财力不足，,14
还是尽量减少一些不必要的开支为好！,15
[ch-0]先生，,1
董事长她在别墅会议室里开会呢，,0
您先在这间总统套房休息一下，,7
等下后厨准备好菜肴之后，,0
我会带您入宴的，,9
到时董事长会带着少爷来见你。,0
是。,11
咬这个。,0
是！,11
哎，,2
是！,11
小子，,1
给你两个选择，,7
留下你全部的钱财，,0
功法秘籍，,0
或者，,14
留下你的命，,0
和你的钱财。,0
[ch-1]爷，,1
茶来了。,1
妖尊亲传弟子[ch-0]见过前辈，,1
刚才因为吾儿被杀要诛元凶，,0
不小心牵连到您的两位爱徒，,0
我随后一定会做足补偿还请前辈见谅。,8
你别误会啊，,7
我要去个地方，,0
但是不认识路，,15
你能不能带我去啊？,3
你不走？,3
[ch-1]先生，,1
您看出来了。,0
是元二。,0
不要说话，,7
跟着我走，,7
立即离开这里。,7
是！,11
唉，,2
还好，,0
米国管不到咱们[ch-1]，,0
咱们还是可以继续看[ch-0]的电影的。,15
[ch-0]的人在二楼和三楼，,0
在战斗结束之前应该不会回去，,10
老三，,1
老五，,1
你们两个用钩爪爬到六楼，,7
我们在下面接应，,0
务必把小姐安安全全带回来！,7
诶。,2
[ch-0],1
诶老太爷，,2
您要找什么人吩咐一声不就行了吗，,4
哎呀，,2
哪还需要您亲自跑一趟呀，,2
我们拳馆有您亲自到来，,0
简直是蓬生辉呀，,2
哈，,0
啊，,2
[ch-0]老太爷，,1
您找的是！,3
是！,11
神官大人好像身体不行,10
出山吧？,3
他们估计是想在回去的时候制造一起飞机事故，,10
顺便杀死我，,0
老朋友，,1
我来见你最后一面了，,0
呵。,1
当然可以了，,0
如果你想要，,14
[ch-0]会给你的！,15
跑路？,3
不送了。,13
[ch-1]，,1
你说上次那个小丫头来没来？,3
恩。,12
[ch-0]院长？,3
嗯，,12
那就出去走走。,9
你弟弟呢？,3
也一起出去走走。,0
嗯。,11
恐怕不止，,13
在[ch-1]被杀后，,0
调查[ch-0]后，,0
才知道他身上至少有三枚半月匙。,0
除了三瓶道人的半月匙之外，,14
还有[ch-0]的一枚，,15
另外[ch-0]从一名散修手中抢到的一枚。,15
坐下吃早饭吧！,7
以后不要喝酒了。,5
呵，,1
额，,1
你们这里监控是摆设吗？,4
啊马上来了，,0
马上就来了。,0
去，,7
看看五爷今晚都干些什么去了？,3
敌人太强，,0
我们太弱，,0
要抱大腿。,5
哎，,2
不行，,13
不能打电话给他！,13
两位县令在衙署等你。,0
倒是连累了两位道友了。,14
我是[ch-0]三兄弟，,0
我现在在你们集团楼下，,0
有人不让我进去。,13
[ch-0]少奶奶！,1
好的，,11
[ch-1]冕下。,1
啊这。,2
据我所知，,0
亘古天王就是各方面全都臻至理论极值的太初，,0
无漏无缺。,0
除了以上这些，,14
还有局部极其杰出的恐怖特征，,15
凌驾理论之上。,0
[ch-0]死了没？,3
那就出去看看吧,9
哪怕是一个玄级宗门，,14
能利用这种机会干掉极剑城，,14
也非常了不起了。,15
不过他这件事做的太冲动了，,14
一个玄级宗门别人随手都可以灭去的存在，,0
居然敢冒如此大的风险干出这种事情，,2
还是年轻气盛啊。,2
[ch-0]，,1
你是哪儿的人啊？,3
我来弄吧,9
巴兄，,1
你你这竟价，,0
毫无利可图啊？,4
姐夫说把铁笼马车扔了，,0
不用了。,13
行长，,1
你有事情吩咐吗？,3
是，,11
孙女知道。,0
一男一女，,0
男的像是[ch-0]。,0
别人不知道[ch-0]爷的厉害，,0
你还不清楚啊？,4
走吧。,5
刚看刷完丧尸国度心里澎湃的睡不着。,0
我。,0
是的！,11
离婚协议已经签了，,0
我是认真的,0
[ch-0]，,1
你的腿。,2
既然如此，,14
随你。,15
老祖宗，,1
您看会不会是他们弄出来的阴谋？,3
我想那[ch-1]有可能是不在人世了！,10
他们被我们吓破了胆子，,0
又不能一辈子当缩头乌龟，,13
所以，,14
设下一个陷阱，,0
让我们钻进去！,2
都说说吧！,2
这次，,0
胤王立了大功，,0
该奖些什么？,3
姑娘，,1
实话实说，,0
这把黑耀剑200块灵石真的不贵了。,13
所以，,14
你是为了逗我笑才穿这身衣服的？,4
是这样的啊，,0
[ch-0]他表现优良，,14
还帮了大能大少，,15
所以所以大能管他叫爷。,15
就是你弄错了，,0
我昨天晚上特意找[ch-0]那老家伙喝茶下棋，,0
帮你问了这件事情，,0
你猜他怎么说啊？,3
大叔，,1
你确定吗？,3
冲着我来的？,3
啊，,2
是大叔找到了吗？,3
他他被带走了，,0
在局子。,0
就在昨天，,0
我和她提出了取消我们之间的婚约。,0
我应该不是这个大陆的人，,10
因为捉妖而误跌入河中，,0
撞了头，,0
再醒来就被封在棺材里，,0
险些被当成[ch-1]埋葬,0
这里是拳武协会？,3
在此之前，,0
我们已经对这件巡逻单兵进行了陆地各种环境下的测试，,0
都取得了不错的数据。,0
去看电影吗？,3
他的股份没有放在他自己的名下，,13
而是放在一个别的什么机构里，,15
所以不算婚内财产。,13
他在公司里给自己发工资，,0
一个月只有三千块。,0
有人来局子，,0
那就有案件，,0
你是嫌疑人，,0
不准走。,13
你可以试试。,5
小账房，,0
您、您能不能先帮我把这个办了？,3
我和兄弟们急着去赶下一趟差事。,0
我们都还没吃饭。,0
这个啊，,2
以后再跟你说。,9
姨母！,1
我也知道，,0
这样有些失礼。,0
只是我有些年没有见到姨母了，,14
怕姨母和我生分，,14
就厚着脸皮来见您了！,15
新来的？,3
也好，,0
这名重要人物身份贵重，,0
耽误不得，,0
你快告诉我，,7
一位叫[ch-1]的年轻人，,0
在不在拳馆里？,3
那个小伙看起来有点傻，,0
听话，,0
你可以放心的拿捏他。,0
听说你最近在公司做设计？,3
把这条消息禀报给爷爷，,7
另外回去调动我所有的资源，,7
马上找到这位小兄弟，,7
我要当面感谢他。,0
[ch-0]小姐。,1
这这是那位叫做江河的强者击杀天魔教的战利品，,0
我们就这样带走不好吧？,4
已经叫了,0
[ch-0]！,1
[ch-3]，,1
[ch-4]两口我是没有，,13
但是[ch-2]却在一个人的手里，,15
只要我去要必然可以拿来。,14
大哥，,1
我是什么人你也最清楚，,0
你和嫂子的感情我不想插手，,13
我也不想管，,13
弟弟我不会连累你。,13
那人应该是急需灵石，,10
这些丹药拿来都没有还价，,0
全部加在一起就一千零七十块灵石。,0
老太爷，,1
接下来怎么做？,3
这是什么？,3
你说？,3
我说？,3
不不，,13
那都不重要了，,13
重要的是火箭队找到了他们的赢球方式，,0
他们场均轰下102分，,0
联盟第一，,0
场均失分却控制在了90分一下，,0
89,2
2分，,0
仅次于马刺队和活塞队，,0
所以，,14
重要吗？,3
重要吗？,3
不过朕还要在长安坐镇一段时间，,14
等长安彻底镇定下来，,15
在回洛阳！,2
查的怎么样了？,3
这个是？,3
名符拿来，,7
秘典自己去找！,2
没有。,13
五万。,0
走了。,0
外人，,0
来外人了，,0
二脚羊来了，,0
谁抓到算谁的。,0
豹妖，,1
你要是能打赢，,14
我就放了你！,15
行吧，,12
你可以回去了。,7
你们仔细看着，,7
可千万别让[ch-0]受伤了。,7
我去吧。,9
有事情给我打电话，,7
等我回来！,7
虽说出嫁从夫，,14
但自来我的丈夫有和没有是一样的，,15
所以，,14
今日既然我[ch-1]愿意为我做主，,14
我愿意和离。,15
走吧，,5
现在出发。,5
我说这话，,0
[ch-0]先生也不必生气。,13
今日既然你来见我，,14
那咱们就一次把话说清楚。,9
我既然嫁入秦王府，,14
日后自然是要为秦王府着想，,15
先生如同王爷与世子殿下的肱骨双臂，,0
而我只是一个后宅妇人，,14
没有别的能,13
我说过吗？,3
我好象没有。,10
算了，,0
还是你去吧。,9
哦，,2
是我打的。,0
宇宙洪荒，,0
星河寰宇，,0
皆有着他自己的规律，,0
人心再如何，,0
世事再如何，,0
也只在这规律之内，,15
而这规律，,14
便是大道，,15
既然人心无解，,14
那又何必去解，,15
只需改变了规律，,14
人心自然便走向了该走的方向，,15
便如天元三千年一度大劫，,15
人间最,0
炼药需要药方，,0
这个也简单，,0
不需要晋升药徒才可以得到，,13
山下的坊市内，,0
就有贩卖一些零散的药方。,0
什么命令？,3
我不同意。,13
看来我没时间跟你好好聊天了，,2
你那个相好，,0
是要到了呀，,0
放心吧，,7
过不了多久，,0
我就会带着他到你面前的。,8
银锁你陪着铜锁去吧！,2
我的倒立金蟾是纯金打造，,0
专能增福增寿。,0
等两位道友驱邪之后，,0
[ch-0]小姐醒过来，,0
我会用我的倒立金蟾为她祈福。,8
晚辈尽皆记下了，,0
前辈是不是要休息？,3
我们不是说好了，,13
太祖不仁，,13
厌弃先祖，,0
所以,14
你等着，,7
我去叫[ch-0]医生过来。,0
那我要不要让你这纪念更深刻点？,3
我来找[ch-1]哥哥。,0
呵，,1
呵呵，,1
现在能告诉爷爷那女孩是谁了吗？,3
我的血是不是不能抽啊？,3
对，,12
怎么补偿都行。,0
你是[ch-0]家族的人？,3
交给老师？,3
他们在拍自制电影，,0
那些都是我的同学。,0
我们每年都有拍摄课题，,0
是要纳入期末个人成绩里的。,0
这学期的，,0
我还没想好要拍摄什么。,13
我马上处理一下,0
你不是想找那位治好我双腿的先生吗？,4
京大医学。,0
[ch-1]统领，,1
我们并没有冲击黑鲨堡的意思，,13
我们来这里，,0
只是因为我们追踪一件重要的物品来到了这里。,15
老太爷！,1
好言相劝，,0
信不信由你们！,2
[ch-0]大师，,1
文化大使是不是来得惊天地泣鬼神、一等一的快？,3
大师想大使了，,0
大使就这么出现了，,0
有没有惊喜喜，,3
有没有意外外？,3
我把你们的来历强调一下，,0
这七位神医爱好不同，,0
有的喜欢救治散修，,0
有的喜欢救治上门弟子。,0
根据和平条约，,0
我作为被诬陷的被告，,0
有权为自己争取公平待遇。,15
你们记着，,7
[ch-1]生效期间，,0
万万不能把矛头对准它的寄主。,13
否则，,14
屡挫屡败。,0
对啊，,0
纵横草原万里被几十万草原铁骑追赶，,0
能活命回来才有鬼呢。,0
尤其是他们四个竟然还参加，,14
更是一点不靠谱。,15
谁不知道那醉猫就知道喝酒，,13
那[ch-0]大少皮包骨头一点力量没有，,0
胖子估计他一上马马都会被压垮吧。,10
[ch-1],1
是霜眉,0
哎呀，,2
额！,2
有何不妥之处？,3
没有。,13
害，,2
唉，,2
没什么[ch-1]爷，,13
就是有点儿累了，,0
我们回拳馆休息吧！,9
价格不急。,13
我想问一下，,3
你们买了蚜虫基因改造配方后，,3
打算干嘛？,3
你今天脾气真的挺大的，,2
是因为我赴约跟[ch-0]一块儿吃饭呢，,3
还是我瞒着你出来跟他一起吃饭？,3
这些城池的建筑尺寸，,0
比起一般的房屋要大了许多啊。,2
我见她是有些功底的，,0
这两天利用机关术解决了不少难题，,0
成了团队里炙手可热的存在。,0
不知道，,13
是来找[ch-1]家那个上门女婿[ch-0]的。,0
总裁，,1
我，,0
我没事,13
嫂子，,1
你应该问问这家伙干了什么事情，,7
任何事情都不能只看表面，,13
这个道理，,0
你应该明白！,2
你可以选择不买。,13
家里平时不都是你做吗？,3
你还有意见吗？,3
帮他们干什么？,4
[ch-1]一死，,0
对我们大大有利。,0
娘！,1
去接[ch-0]了嘛。,3
搜身！,2
哈哈哈，,0
听到没有[ch-0]哥，,0
这家伙就是偷偷溜进来的，,0
我早就看出来了。,0
我今年27了，,0
应该是大哥。,10
陪练不需要带护具！,13
明白，,11
但英雄不容埋没，,15
就算是再上一次法庭，,14
我也在所不惜，,13
我兄弟的妻儿，,0
有权利知道他的丈夫和父亲，,0
是一名英雄！,2
那行吧，,2
我们回去吧！,9
没什么事，,13
我先带她走了！,9
好像也没过多久吧！,10
进来说吧。,5
别跑了，,7
森林这么大，,0
我们又只有这点人，,0
他们暂时找不到我们的。,13
手臂上和胸前都有肌肉，,0
不是那种太猛的肌肉，,13
而且男主也很鲜嫩可口好吗。,4
谢谢。,0
喂，,1
你好，,1
请问是[ch-0]姐姐吗，,3
我这里是金桥医院，,0
[ch-0]送外卖的时候电梯出了事故，,0
现在正在医院抢救。,0
我是不是有些画蛇添足了？,3
你过来，,7
我告诉你他的一些短路！,0
就，,0
就扇了她几巴掌，,0
踹了她两脚真的，,0
我就打了她几巴掌而已，,14
而且一点儿都不重。,13
而且而且，,14
我走的时候，,0
她还好好的。,0
谁知道她怎么就,4
[ch-0]啊，,1
既然[ch-3]来了，,14
那哥就不陪你了啊！,13
[ch-1]呢？,3
原来你早有准备啊。,2
那个，,0
你是不是该认输了？,3
保卫科的人呢？,3
[ch-1]哥一天几包烟？,3
对面的[ch-3]三分不准，,13
[ch-7]持球的时候，,0
[ch-0]和[ch-4]直接包夹过去，,0
要是[ch-7]把球传[ch-1]了，,14
[ch-6]你去和他找对抗，,15
别让他轻松出手，,0
至于[ch-2]，,14
你只要在外线跟着[ch-5]就行，,14
那家伙只会接球投篮。,15
俺们那旮沓都是东北银,0
不用寄了，,13
我妻子不识字，,13
性格懦弱不擅长跟人争辩。,13
这个钱寄回去也到不了她手上。,13
[ch-0]亲王也别那么着急上火。,5
你的老师是谁？,3
在军堂的命令下达前，,0
先加固兴秦城，,7
训练部落联军。,7
[ch-0]，,1
再次在长安城来一次排查，,0
我总觉得有哪些地方不对劲！,13
[ch-0]，,1
你不也猜到事有蹊跷吗？,4
我也是为了解释此事，,14
才会主动现身见你的。,15
谢谢。,0
两千万。,0
他在哪。,3
呵，,1
好！,12
我叫[ch-0]。,0
他要是能攀上[ch-0]盛昀，,14
公司说不定也能扶摇直上了，,10
可惜没眼光啊。,2
是是又怎么样，,4
是又不代表就是我杀了[ch-0]。,13
怎么还没来？,4
爸。,1
很老实，,0
没有再惹什么事情。,13
嗯，,12
所幸的是，,14
我们这边的[ch-0]实力很出众，,0
他是队里的主心骨，,0
而不是[ch-1]，,13
只要他在，,14
这支队就有无限可能。,0
今天有哪些同学没有交作业？,3
[ch-0]，,1
你在开玩笑吗？,4
倒是这个女孩，,14
她到底什么身份呐。,3
碰巧路过。,0
嗯。,12
人家几年前就招了一上门女婿，,0
连孩子都有了。,0
我知道我说不过你，,0
不过你答应过我们，,14
除了[ch-1]，,14
你不会再娶，,13
如今[ch-1]在家里守孝一年，,0
为了不把晦气带给你，,13
所以不见你，,13
但你也不能,13
门庭上面环绕不详气息，,0
我等要小心啊。,0
嗯，,12
喝了一点儿。,0
也不是什么大事，,13
我就是想拜托你跟我一起去商场。,0
直接把冠军给我吧！,9
是这样吗？,3
大嘴巴,0
什么时候可以上班呐？,3
是啊，,12
我所拥有的地位和背景，,0
永远是你这种小人物无法拥有的，,13
你就只能羡慕地看着！,15
要是算了，,14
我[ch-0]这辈子定是错过了一大机缘。,15
我问了，,0
他让我们不用担心，,13
说他那边自有打算，,0
有什么需要配合的地方会联系我们。,0
小哥儿，,1
您这材料好是好，,0
可我们也用不到啊。,13
我还有点事情，,0
我要先走了，,0
我送你回去还是你自己回啊？,3
[ch-0]来没来？,3
训练士兵和教导军官是不一样的，,13
我见过不少直播，,0
隔着屏幕都很美，,0
但是真的见到本人之后，,15
才发现现在手机电脑的美颜效果太强大了，,15
但[ch-0]小姐似乎是个例外。,15
前辈给我恩惠甚多，,0
这二十条神灵脉对我来说不算什么。,13
时间紧迫，,0
晚辈就此告辞了。,0
为什么会有这种疑问？,3
就是[ch-1]吧，,10
穿的是[ch-1]衣服，,0
